VWAP at time: 13:00
Symbol  VWAP
TANNI   25.3442
JHX   10.8768
IRET-C   23.7400
THST   2.1400
CSPI   9.8074
LDUR   98.9800
BLES   26.6000
PCEF   21.5035
PNC-Q   24.8631
LTL   34.8900
TAWK   24.2400
RWGV   50.7700
RWLS   51.1800
PFIN   7.8405
CEY   24.5417
MMTM   114.8214
PWS   24.0000
AVH   4.6200
RF-B   26.4600
FRAK   12.5000
IMTB   48.4900
PCG-C   16.6400
NC   33.9655
LTPZ   62.5400
EHT   9.5000
FTAG   23.7054
GTO   50.6833
SSW-H   23.2500
MET-A   23.0452
MAGA   25.5000
PIHPP   22.0157
NNVC   0.3100
SIJ   16.4000
IQDY   23.6200
DOD   23.8536
SSG   17.5480
SHYD   24.3467
DEF   46.8600
PZN   8.3695
GGZ   11.1400
PPX   25.1700
DSS   0.9804
IAF   5.1836
USHY   47.6488
CMSC   25.5052
ZF   9.1929
GHII   25.6000
NEWTI   25.5921
TVE   24.9600
DNN   0.5179
HEWP   20.9500
NOM   12.3313
GS-D   19.0673
GIG^   0.2400
MHH   7.9900
DLNG-A   20.8500
SNV-D   25.1100
ABR-C   25.6400
ONEO   67.8200
NUAG   23.3700
TRT   2.9500
CLTL   105.4600
JPME   62.0600
WFHY   49.4000
EWO   19.9200
PDT   15.5854
CNP-B   52.7560
MITT-B   25.3313
VJET   2.0800
NTIC   30.9214
PCQ   16.9414
INF   11.6190
TCBIL   25.3000
ALD   44.0657
SHAG   49.1200
DTF   12.9520
GLADD   25.1012
AFGH   26.1000
SRC-A   22.2200
PPT   4.9631
EYESW   0.3300
NORW   12.2600
SDD   14.7600
CCM   3.1301
SGZA   24.9600
SRG-A   23.2339
DEMG   24.7850
INTF   25.7696
GVAL   22.8211
ELJ   25.3300
DCF   8.3600
TNP-E   21.5245
NOVN   1.3503
BYM   12.9843
DBGR   24.7100
PT   11.0000
WHLRD   11.8384
ISCF   27.8478
CIM-C   24.8400
DSWL   3.0300
ALYA   2.8419
THM   0.6199
JHMD   27.2306
GBR   1.7656
MFA-B   24.7700
GDO   15.9498
ALL-A   25.4967
PULS   50.0750
TDW+A   2.2200
UST   55.4400
OGIG   21.2567
TLTE   51.9700
PMT-B   24.7000
PYN   9.6033
HHS   3.1207
DBE   14.0000
AHT-D   24.9200
MSUS   22.8700
SRLN   45.8563
VIDI   24.5332
DJD   34.5400
HCXZ   24.2425
GMO   0.2291
PLND   17.1400
BOUT   18.8781
FMN   13.0486
FLAG   39.4000
CII   15.1311
TZACU   10.1100
UBP   17.1248
ZMLP   13.5800
SOR   34.7302
DCP-C   23.7250
BWG   11.0400
YYY   17.2486
TCBIP   25.2052
BAC-C   26.3290
ISF   25.6787
ALL-B   25.1500
VER-F   25.1852
BHR-B   18.0050
MH-A   6.3959
UNMA   25.0020
HTD   22.7638
TKKSR   0.2600
TKKSW   0.1613
EVM   10.2700
BSD   12.6191
TGP-A   24.8995
JHB   9.6892
FTSD   94.5300
ALO   0.8075
JPGB   48.5050
TYNS   28.2300
PTNQ   32.7300
ASFI   4.2550
FDRR   30.2491
PEO   16.1172
BOSS   18.1300
PBI-B   24.2400
LVHB   31.1471
SMMV   30.8689
FRN   12.8300
DDG   24.8500
PUTW   26.0000
EUSA   54.2530
GAMR   41.9397
QEFA   59.5400
RHS   120.8036
SPVM   26.6200
CLRG   23.3587
MIY   12.8065
MHNC   17.7568
CUBI-E   25.8300
HDGE   7.5900
NAZ   12.1413
SLTB   25.3425
GNL-A   24.5300
KLDW   31.1000
UWN   2.4700
UQM   1.6499
MFINL   25.6000
FXS   102.8700
PSB-W   22.0000
EQRR   41.8000
VCF   13.8000
BKK   14.9300
CLNY-G   21.7500
PAK   8.9918
BFRA   13.3300
CDR-B   24.4778
HE-U   26.4000
BXP-B   24.7857
ESGV   45.9452
TRTY   24.0168
DBEZ   28.2400
JPM-H   25.9703
STAG-C   25.6400
JPM-E   25.6363
USB-P   25.1207
DUKB   24.9350
FXO   29.7367
TIPZ   56.1887
TLH   132.8922
IDEV   51.9949
HTY   6.8777
TAT   1.2700
SAMA   9.6700
NEWTZ   25.6433
BPOPN   25.7100
HEWU   22.1800
CLIX   47.1600
ALGRU   10.3800
NNY   9.4482
ADILW   0.7494
LN   36.5257
NMI   10.5494
JHAA   10.2543
ENTX   4.0542
HAFC   22.3486
TWLVW   0.2290
ITM   47.6311
AC   41.2916
MYI   12.2483
WFC-W   25.3500
GRFS   18.6235
BTT   21.6938
JMU   0.8051
FXD   39.9926
NS-B   20.3000
ISMD   25.4349
DES   26.9245
INFU   3.7323
UAA   20.9299
CBL-E   12.9863
CWB   49.6391
EVI   34.8557
HPI   20.8676
HBANN   25.3660
PDN   29.3277
ATKR   22.1154
ARYAU   10.4800
GYB   20.8625
UDN   21.0300
USRT   49.7498
FTXG   18.8734
GBAB   22.4369
RWL   49.7900
SMTS   1.8260
MUH   13.6500
BKJ   13.3948
EDEN   59.0500
OCUL   3.7534
ZOM   0.8866
USAC   15.0600
GMFL   25.8300
DOL   44.8900
DOO   39.8967
MTDR   19.3606
INS   21.0734
AXS-D   23.4082
ESGRP   25.1622
AFSI-A   8.0904
CHRA   7.2944
QVAL   28.3400
EIV   11.6931
IHG   58.5204
WFC-T   25.7900
ICLN   9.2789
CVCY   19.7526
BANFP   26.4488
OUSA   31.0829
EWK   17.4800
ONCE   43.5983
PHI   24.9176
PFXF   18.7913
AVGR   0.3235
ROUS   29.8900
GLPI   36.7764
OSN   1.8500
ATMP   19.9886
CATC   75.7937
GLOP-C   22.6788
BAC-K   25.4621
PLYA   7.8547
BHK   12.9101
MUFG   5.3283
EQC-D   25.7183
DLBS   18.3300
IEIH   24.7300
BSGM   4.3019
IPG   22.6595
NEE-I   23.7716
IYC   193.0478
NGHCP   21.2663
BCRH   6.4460
PS   28.3150
DTW   23.8897
JLS   22.6175
LLL   196.8696
BRG-A   25.3400
WFC-P   23.5540
FTACW   0.7990
EXFO   3.2867
EGY   1.8560
WES   49.8004
STZ.B   169.4800
AVCO   5.5167
IRBO   22.3865
LPG   5.4430
ETON   6.1999
BWX   27.8235
HSBC-A   25.7850
CMU   4.5377
RILYI   24.9475
VKQ   11.7670
PFD   12.9043
PEI-D   18.0425
GLV   10.7091
MPVD   1.1700
ANIP   53.6053
PGF   18.0515
WPP   57.7480
MFDX   23.7300
SBI   8.5951
XPP   65.3640
HYXU   49.0600
MFT   13.0822
EDN   28.3979
NS-C   23.4600
CLNY-I   20.3400
ISG   25.5577
MSFT   105.0210
ALLY-A   26.1450
PEBK   25.7188
AUSE   51.3500
DDD   12.0772
BBT-G   23.9895
BBT-D   25.5767
SZNE   25.2300
NRCG+   0.9977
NTNX   49.9586
BAC-E   21.3483
PSB-Y   21.8596
UGP   15.0735
UZA   24.4929
TMCXW   0.4100
NETS   2.3840
FCT   11.7671
PHIOW   0.0250
JASNW   0.0080
WHLRW   0.0100
LFACW   0.3500
ESXB   7.3874
BRACW   0.2400
AMBCW   9.2500
TDW+   0.5800
OXBRW   0.0121
EFC   16.3393
PGHY   23.0688
BFZ   12.3896
CCBG   23.5637
RJI   5.2340
LXFR   19.8939
COMG   21.2000
ALFA   45.2950
DHDG   21.9600
BSJP   23.4800
SMIN   35.7474
BRACR   0.3225
PML   13.4626
USDP   11.2600
SMDD   10.0962
WCG   275.3056
JPUS   69.4803
HA   30.0307
IMTE   6.3838
USOD   7.1118
VNLA   49.3409
TFI   48.2696
BSCP   19.9883
JPGE   57.8050
SPXL   38.6763
EARN   11.5518
PJH   25.0320
ORG   26.2076
SF-A   25.4744
OHAI   1.1600
NTX   12.7511
C-L*   25.4075
BBF   12.7800
SAL   38.6182
MVF   8.7300
PSA-E   22.1700
MQT   11.8393
JCAP-B   23.4250
APO-A   24.5577
HYB   8.1643
MER-K   25.7867
HSON   1.4379
CAAP   6.9872
SGG   43.4500
LEO   7.6117
ITEQ   34.1450
SFIX   23.2176
GOAT   25.9297
FAN   12.5717
THQ   17.4651
SRT   6.8456
TSRI   5.5800
TAC   5.3441
PFFL   23.6745
JPN   26.1301
NUE   59.8421
MNI   6.0722
SLVP   8.7646
DMAC   3.7541
MHE   11.8900
ETP-D   24.6167
DTLA-   20.9960
ETW   9.7051
VIVO   16.0426
GIS   43.8125
ROBO   35.7223
AGRO   7.2836
SLMBP   65.4067
AGGY   48.5946
RVLT   0.6416
WRB-D   24.4950
ORM   21.1600
PFO   11.2200
INPX   2.1899
HTGM   2.1201
INT   24.5767
BDC-B   72.1757
MTUM   104.8555
ACWF   28.0933
FLY   11.0893
PWC   92.4500
PSK   41.7093
ETR   87.0557
FIF   14.9481
JMT   22.2200
C-J   26.7291
DRW   30.7121
GLO   9.0565
FEYE   17.4097
MGF   4.4700
PRS   24.8852
AWX   2.7776
IFN   20.1580
EXD   9.0867
PSA-V   23.8100
ERX   19.6569
AXDX   18.2833
AMX   15.6148
TCP   32.8464
PCG-G   15.8455
PMX   11.6300
FFA   14.0607
OLP   27.4349
XPH   39.2698
OCSLL   24.5627
SJB   22.6182
BYSI   18.3033
FDBC   60.6900
PNI   11.3229
NRIM   32.6913
MFSF   28.0827
CHIQ   14.4264
IGRO   52.5300
XHS   68.4600
FDD   12.6450
FINU   71.7568
BIZD   15.8060
PUK   39.1407
PFL   11.2954
PRTH   6.1500
NFLX   333.6079
FELP   3.3500
FXP   65.8055
FRA   12.5097
ONEQ   277.7865
WELL-I   67.6194
TRIB   2.4999
RCS   9.8098
AMH-E   23.8155
PMD   18.3661
AFIF   9.9400
SQNS   1.0957
CVM   2.8020
CO   6.2091
NSL   5.7163
OPHC   3.5227
DBB   16.2589
FTXO   25.5712
CIL   36.6500
EDOG   22.4114
BDX   243.1415
DHX   2.0560
DDE   2.6900
RNDV   20.5100
STRT   34.7373
WPG-H   15.7500
BNS   56.4183
RIF   17.5196
AWF   11.2926
PCTY   68.0050
GHYG   47.7179
VFMF   72.4100
JMF   9.2720
TOL   35.0352
PCYG   8.3391
MRC   15.4745
WBIY   23.8500
VMO   11.6966
NIM   9.8605
ZDGE   1.9400
GHG   11.0192
GGO   15.0000
WTIU   13.8423
IAK   60.9617
GMLPP   24.9928
MOBL   4.7618
EDV   112.5007
IBDR   23.5450
STON   2.1163
C-K   26.7116
JPMV   65.3200
BPTH   2.0377
CNXM   17.3744
GIM   6.3748
DELT   1.1506
WDIV   65.3475
VRCA   11.9331
ESBA   15.3112
RYF   39.8064
CAI-A   24.8717
SG   14.4105
BRS   3.6711
CXH   9.4240
RVP   0.6888
MCA   12.9648
ESND   12.8077
CCB   15.3475
NEAR   50.0800
NVCR   47.1794
NEBUW   0.8500
GNR   44.5412
XBUY   24.8800
MTEM   4.3889
EMD   13.4626
TALO   19.0792
PRCP   8.1274
USDU   26.9100
ECON   21.9893
PPR   4.7100
GLTR   64.8674
GOEX   21.4821
SHM   48.2186
IHE   143.6863
HLTH   0.4442
IBDL   25.1150
QTS   41.6053
FORTY   39.0400
BZF   16.9300
SRV   9.8800
AMOV   15.5843
NMFC   13.9067
BAC-B   26.0805
BXMX   12.8545
FGD   23.3349
BGT   12.1212
VSAT   61.3521
VISI   3.7000
IYW   169.3441
VLUE   78.5005
BKSC   18.9800
MGV   75.0893
RYE   49.4654
DLTH   22.9625
VDC   135.4479
DDIV   22.7600
COWZ   28.5198
BSCO   20.2459
MIK   13.8398
CRBN   110.5300
TBLTW   0.4982
PMO   11.8044
FREL   24.7510
CRCM   23.0397
KMF   11.3300
OFG-A   24.4200
HFRO   13.8824
DXB   24.9271
SPDW   28.2461
SHO-E   25.5692
MUA   13.8798
MGC   91.7819
TEI   10.3399
DUSA   21.7000
CTBB   20.2441
MFL   12.7591
OMAD   10.0800
DSM   7.3501
RZA   26.8850
EPAY   49.3282
NKX   13.2663
BCV   20.8343
IAT   45.4905
NBY   2.0799
GS-J   25.1400
PTIE   1.1589
NMCI   2.8476
DWX   36.8381
HBK   13.6800
NTZ   1.1650
SMTX   5.2698
EBTC   31.5374
SWK   123.2137
NODK   15.0407
HIVE   3.7971
PFBI   14.3048
CFG-D   25.4451
HYT   9.9075
IWD   118.0330
DKL   30.2410
TOLZ   41.4206
USB-H   19.4666
CVRS   1.1959
BFK   12.8829
HYHG   65.1898
MTNB   0.9328
FAT   5.3613
AWP   5.6948
FTD   2.4581
SAMAU   10.0000
IWL   61.5400
VAW   119.6900
FLGE   216.0000
INDL   58.1604
WFC-V   25.8141
TMQ   2.0857
QUS   76.9400
CORE   27.9149
JOBS   66.4539
MBCN   43.0146
KBR   17.0753
RNP   19.4065
FM   28.2495
ERA   9.6452
YANG   52.7541
QAT   19.1461
BXG   12.7919
NJV   12.8600
HIMX   3.9068
RA   20.8043
MED   124.1602
MQY   13.6200
TLI   9.3275
ISR   0.4171
LMFAW   0.0338
NOVT   66.6085
FPXI   32.8700
PHUNW   0.5368
MDLY   4.5173
FNDA   36.0430
CWBC   10.0000
IEF   104.0168
FTF   9.4182
FNDB   35.9472
PFM   25.7844
IAI   60.4612
SPVU   33.4000
MAV   10.9132
VGI   11.9037
XTN   59.4398
IYT   179.7570
INSW   17.6010
TLC   6.4787
MINT   101.3663
PMF   13.2626
FGP   1.0625
VNO-L   23.4573
VOT   130.7752
BW   0.4907
DVYE   41.0726
BOND   103.4779
WWD   85.8739
RENN   1.6683
ROAD   12.0413
SQBG   1.0302
SKF   20.4272
TME   14.9974
RBC   75.2558
EFAS   16.1000
FPH   7.5519
AMAG   15.2821
HQL   17.0538
GLP   19.1487
VXZB   20.2062
VRP   23.9454
CHAU   16.8121
WKHS   0.8860
IBML   25.2700
TDJ   25.2350
TSLF   15.3494
LIN   161.9853
TDACU   10.2461
MH-D   5.2965
SAGE   131.9156
DTD   89.8245
MTL-   0.6960
XMLV   47.1377
GPX   14.9947
SMDV   56.8212
HIO   4.7071
UBA   20.9501
QRVO   64.6589
TECH   165.6221
NRGX   20.3818
NTGR   38.0633
CHAP   7.9358
AVD   17.2092
FTAI   14.6275
ASH   76.4491
GTES   14.6382
CMP   51.5485
WRB-C   25.2086
DUG   40.8917
FXY   87.0850
FENG   3.6267
PJP   64.5782
UYG   38.2619
PEI   7.5961
PBT   6.7201
MVBF   16.5170
BBN   21.6161
UZB   24.9850
EET   71.3700
BCX   7.9203
EFSC   44.8244
YOGA   0.5226
VHC   4.8651
HEWL   25.6500
LEVL   23.3185
TLK   27.2630
TTT   26.0303
XSD   70.4627
IEAWW   0.8800
XGTI   0.3647
PHB   18.2731
BCSF   19.7121
JPM-F   25.6589
CTDD   20.7581
DTN   82.2009
MYE   16.0994
EDAP   2.5600
NKG   11.1993
REV   25.3257
XKST   26.5000
AI   8.6054
RLJ-A   25.4800
IWY   75.8503
JDIV   24.9200
FMO   10.5375
GTS   20.0261
INUV   1.2033
MS-F   26.9437
XIN   4.7539
XLG   188.4612
NFJ   11.7041
TRHC   55.9730
SVRA   7.4542
REML   24.7294
TACT   10.3109
AKR   28.3374
RYT   153.0955
BBT-H   25.9156
JILL   6.0209
CSS   8.8241
DLS   64.3130
GNRX   21.6000
TARO   93.9766
MUR   27.6704
CLB   67.2856
GLIBP   24.3800
CTAA   23.8780
IFV   19.2824
HYI   13.8726
PRO   33.9817
ASX   3.8767
GNW   4.6834
UHAL   358.4554
JETS   30.5366
EMQQ   29.6203
SIZE   82.8800
VIOV   125.7263
EZM   38.2229
VSGX   47.7350
IJS   145.7775
VIOO   137.2274
UTI   3.4523
VCV   11.9140
IIM   14.2645
AIEQ   24.1494
HBAN   13.5398
AHT-I   21.2045
DBA   16.9621
WNS   48.9334
SMLF   38.9843
CSLT   2.6765
CPER   17.3192
NOG   2.5485
KIO   14.9985
NAN   12.7440
PRTO   2.5976
INBKL   25.2000
VMOT   25.1500
MFC   15.9153
SCHO   49.9010
DRUA   23.9486
UUP   25.4810
ETO   21.1522
PHT   8.5105
ASYS   4.8864
CGA   0.6057
CLNE   1.8864
KNOP   19.1224
QLTA   50.9271
TRV   124.8417
SMN   29.9500
EWJ   53.7964
IOO   44.3293
LOV   9.1135
CW   112.8991
BSAC   31.8337
ARA   12.0292
IDEX   1.2173
YCS   74.1338
DK   31.4828
WTM   893.3662
HDLV   25.4299
SCHK   26.1110
ICPT   115.1652
APD   163.3656
OTEX   34.9601
FNDC   30.3583
JPS   9.0304
PAGS   20.9007
USM   55.9370
SWX   76.2222
CWI   34.8175
MOAT   44.0116
AEIS   50.5397
FFG   67.7966
IPI   3.1985
GTYHW   0.5525
JKI   152.6768
ALK   64.6201
GSBD   20.1743
NANO   30.6152
VEACW   0.4418
JPM-A   24.9301
SCE-J   20.2710
BAC   29.2493
TACOW   1.9019
PRLB   121.4401
BY   18.6311
NNA   5.5300
GUNR   31.6184
WRB-E   24.3308
BXE   0.4444
BORN   0.8470
SPYV   29.0999
FAM   9.8981
GMZ   8.6540
KSA   32.0127
ELVT   4.5355
MTT   20.4305
RLGT   4.8912
SNE   48.5158
MLPI   21.9934
NRT   6.2976
FIDU   36.0190
ANGL   27.9275
IRS   14.4230
PWB   44.2140
ANTM   299.6222
AFSI-F   8.0154
HGH   28.4652
FSD   14.1549
GOF   19.3464
COCP   2.9732
NHC   79.2385
NPO   64.8191
STNLW   0.8512
IVAL   27.6800
ITE   59.3797
AAME   2.5538
NVG   14.4524
FNDE   28.0400
DHY   2.3000
BBT-E   25.0849
DXR   14.9148
ANDX   35.6627
MS-G   25.4834
ROSE   3.5659
EVT   20.7782
PZA   24.9471
RYU   89.0638
EVF   6.0525
RBB   18.7737
CAF   19.4876
TY   25.1897
PTI   3.0153
EOS   16.1397
SPB   54.0334
CHE   295.0014
GRC   33.2844
UGBP   20.6078
PIM   4.4171
CEM   12.1906
SLYG   57.8651
MNK   21.4944
KW   19.5091
VNET   8.6866
JLL   139.8470
ASC   5.5670
NQP   12.6044
CBZ   19.5705
CATM   28.0055
GEF   38.6844
DVY   93.5821
LC   3.0491
SPA   18.4036
LOGI   35.9631
PFN   10.0052
YPF   15.7188
ANH   4.4788
MSG   274.8467
CEZ   25.3700
MYOK   41.0401
CRF   11.6591
GLNG   21.9335
ERF   8.7851
THS   57.4455
IGD   6.4529
AVB   190.8134
AOM   36.6833
SPYX   64.6267
BEAT   69.0979
IGN   49.8713
ARKG   27.2878
DMB   12.4344
CMSS   10.2200
BHB   23.6356
HUD   12.8952
ENIC   5.2900
SCSC   37.1003
NXTM   28.9262
NEW   5.4080
ZEAL   14.2542
VCR   162.8420
PEJ   42.1665
IEUR   43.8027
CXE   4.8879
IVR-B   25.5798
VNCE   11.6017
DTV   53.2122
DIV   23.5632
IWR   50.7378
LNG   66.2040
SFE   9.5167
AB   30.0279
GCAP   6.5805
UCTT   11.3281
IBDQ   24.1985
FTR   1.8806
DWAS   47.1252
TLRA   3.1614
CAPL   17.4243
VBR   125.7405
RPG   106.9748
XME   29.9701
SPLG   31.1607
UEIC   27.2702
INOD   1.3993
VTEB   51.1650
LTXB   40.5476
CBL-D   14.3569
WTMF   38.4000
AOD   8.0972
NEE-R   57.7275
FEI   11.4037
OCX   5.2944
DWM   49.1289
EVN   11.5963
IQI   11.7775
PSI   48.9108
MCC   3.1506
EAI   23.6300
PSJ   80.6306
ACH   8.9902
PSXP   50.4584
MYD   13.2886
BAB   29.5092
ASM   0.6060
FNDX   36.0942
TI.A   4.5524
CIA   7.3411
EVOP   25.1642
IDU   135.5442
FUN   55.3198
MUNI   53.0700
FLRN   30.6083
RMT   8.1949
FPL   8.8684
OSBC   14.2119
CLPR   12.8811
ICVT   55.2322
ALX   331.2556
HIL   3.3479
WSO   146.3624
ETRN   20.7638
WHD   32.4650
FT   6.5796
CLCT   13.5285
RES   10.8627
SPTL   34.8229
ARR-B   24.5000
VVR   4.0765
BKF   40.7687
ALL-E   25.3270
NOV   29.5333
WDRW   30.6217
JKH   211.4877
FXG   44.2707
BGH   17.1608
SEF   23.3600
COO   275.1388
COPX   19.8257
HMOP   40.0400
TSS   88.1009
SPXC   29.0968
INVH   22.4724
RLI   65.9410
EMGF   42.0467
BJRI   52.2558
OMF   29.4083
HPP   32.5035
GRAM   3.1143
PSP   10.8951
EDIV   32.0497
BNY   12.4700
BKE   17.2691
OTIV   0.7867
DBJP   38.5364
HZO   17.6719
CDR   3.5354
EVV   12.2773
IJJ   153.2628
Z   33.0763
WGP   32.6149
CASA   11.6739
MVT   14.2411
SONO   11.1631
FXR   37.7688
GHY   13.6594
BRG   10.4694
SNAP   6.4184
GSV   1.3188
XLV   88.7922
PRK   92.8005
CCNI   3.9202
PLBC   24.8325
PIXY   1.3243
DBX   23.5508
GMTA   24.8513
INTL   37.3768
BLE   13.9841
OMI   7.6604
CEMB   48.8661
RILYG   23.9736
MLPQ   27.7393
UTG   30.8162
SOJC   23.7400
FXN   13.1805
ERH   12.1700
IDT   6.9446
CISN   11.9901
TREC   8.6485
QSY   81.1600
IIJI   11.4600
SEM   15.3540
LNT   43.0999
SCHG   73.5964
KYN   15.4052
PTC   83.4430
RRC   11.5949
HSC   21.0516
BZUN   34.3731
AGD   9.4952
HDV   86.6024
HIFS   182.4676
UIS   12.8379
TRMB   36.5021
RETL   28.2803
SPDV   25.0800
EFAV   69.3164
GLUU   9.3854
NX   14.9706
RNR-C   25.4200
VALQ   37.7805
PAH   11.0675
ENS   83.6059
AFSI-D   8.2242
ARKW   47.9179
FCG   17.2262
LEN.B   36.5858
IBDN   24.5245
DVD   1.9892
DWMC   20.6500
INKM   31.9400
LAZ   39.0414
CWEN.A   14.6709
SMI   4.6382
GLQ   12.0520
SPTS   29.6050
IGM   184.5927
LUV   57.3187
LMLP   12.9471
GS-N   26.1696
OXLCO   25.1112
DESP   14.8068
PCG-B   17.7500
IMOS   16.2027
BFAM   113.9882
UVE   37.7585
HR   31.8535
JSD   15.3880
NXJ   13.1991
RBA   35.6570
CHCI   1.9443
EEM   42.0161
STIP   98.4139
NXRT   37.1377
SNNA   2.4943
NMZ   12.3804
FNGD   30.1060
IFLY   32.1500
CQQQ   43.5127
SAN   4.7878
POST   92.8119
NICK   10.5251
FMAT   30.5693
ACWV   84.3434
LIVE   7.3833
NM   2.4484
NOMD   17.9558
VRTX   185.6256
OESX   0.8791
INDA   31.8745
PSA-Y   25.4684
GHM   22.5849
CET   26.0599
ROM   88.2763
IVH   13.0900
ISTR   23.0936
WCC   53.4952
HHC   108.4691
MCR   7.7200
CBS.A   49.1569
MORT   23.1019
MBII   1.4217
SCHR   52.8737
QHC   2.9942
AGO-E   25.4825
AOSL   11.6129
UGI   55.8753
TCRD   6.7605
MS-I   26.5840
RWK   57.1000
KAI   85.4623
BK-C   24.2995
BF.A   46.5615
UTL   49.3659
SMHI   13.1739
AMGN   183.0553
ISTB   49.3390
LBRT   15.0906
AZZ   44.0519
EPM   7.4804
ACA   28.6853
BCOR   28.8656
PRI   108.8913
WAB   68.4787
GCP   25.2359
PCK   8.2000
BTZ   11.7518
FTSI   7.9113
MFG   3.2423
CATO   14.9367
CTS   27.5813
RM   27.0715
CEV   11.4868
FPI   5.5103
EPRT   15.7058
DPLO   13.3818
EEX   13.9904
DIN   76.6078
EE   51.2819
CWEN   15.1471
AGX   42.1754
GSY   50.1500
DYY   2.2200
AGM   71.5379
CHSP   27.9544
SUN   30.3652
IIN   25.1830
SOI   14.7675
DHR   107.7598
UPWK   18.9240
USPH   106.2674
CSWCL   25.6000
XLC   43.7492
BKEPP   5.7656
VRTV   33.0937
SYX   22.8553
